,HIF,Beta,Cluster
80,CELL CLUSTERING PROPERTIES: CLUSTER EXTENT STANDARD DEVIATION OF MACROPHAGE IN EPITHELIAL_HE,-0.005834237844282062,14
84,CELL CLUSTERING PROPERTIES: CLUSTER EXTENT STANDARD DEVIATION OF PLASMA IN EPITHELIAL_HE,-0.13465351880555837,14
94,CELL CLUSTERING PROPERTIES: CLUSTER SIZE MEAN OF FIBROBLAST IN STROMA_HE,0.020812841113016047,8
95,CELL CLUSTERING PROPERTIES: CLUSTER SIZE MEAN OF FIBROBLAST IN TUMOR_HE,0.03444776018358656,8
154,CELL CLUSTERING PROPERTIES: WITHIN CLUSTER DISPERSION MEAN OF FIBROBLAST IN STROMA_HE,0.024079481493563436,8
155,CELL CLUSTERING PROPERTIES: WITHIN CLUSTER DISPERSION MEAN OF FIBROBLAST IN TUMOR_HE,0.038242005930196166,8
174,CELL CLUSTERING PROPERTIES: WITHIN CLUSTER DISPERSION STANDARD DEVIATION OF FIBROBLAST IN STROMA_HE,0.003112673523823825,8
175,CELL CLUSTERING PROPERTIES: WITHIN CLUSTER DISPERSION STANDARD DEVIATION OF FIBROBLAST IN TUMOR_HE,0.006004487902248194,8
475,REGION PROPERTIES: LACUNARITY OF LARGEST REGION OF NECROSIS_HE,0.15534697866806324,21
554,REGION PROPERTIES: TOTAL FILLED AREA (MM2) OF STROMA_HE,-0.0016669507321825225,3
596,TOTAL [LYMPHOCYTE CELLS] IN [ESI_0080]_HE,0.00347076012177794,3
597,TOTAL [LYMPHOCYTE CELLS] IN [STROMA]_HE,0.001311904597556732,3
598,TOTAL [LYMPHOCYTE CELLS] IN [TUMOR]_HE,0.004266366082975812,3
604,TOTAL [PLASMA CELLS] IN [ESI_0080]_HE,0.0028919075016210797,3
